scenario,repeat_seed,model,n_train,n_test,split_stratification_mode,accuracy,precision,recall,f1,roc_auc,pr_auc
scenario5_h3d_agree_ct_only,109,Logistic Regression,119,31,target_plus_cohort,0.7741935483870968,0.8571428571428571,0.5,0.631578947368421,0.7631578947368421,0.7349937425198315
scenario5_h3d_agree_ct_only,109,Random Forest,119,31,target_plus_cohort,0.6774193548387096,0.625,0.4166666666666667,0.5,0.793859649122807,0.6776719679099711
scenario5_h3d_agree_ct_only,109,Gradient Boosting,119,31,target_plus_cohort,0.6129032258064516,0.5,0.4166666666666667,0.45454545454545453,0.7719298245614035,0.6955206568264349
scenario5_h3d_agree_ct_only,109,SVM (RBF),119,31,target_plus_cohort,0.7096774193548387,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.7587719298245614,0.6738451363451364
scenario6_original_ct_plus_demo,100,Logistic Regression,158,42,target_plus_cohort,0.9285714285714286,1.0,0.85,0.918918918918919,0.9954545454545454,0.9954545454545456
scenario6_original_ct_plus_demo,100,Random Forest,158,42,target_plus_cohort,0.8809523809523809,1.0,0.75,0.8571428571428571,0.9681818181818183,0.9735754985754986
scenario6_original_ct_plus_demo,100,Gradient Boosting,158,42,target_plus_cohort,0.7857142857142857,1.0,0.55,0.7096774193548387,0.990909090909091,0.9909782608695653
scenario6_original_ct_plus_demo,100,SVM (RBF),158,42,target_plus_cohort,0.8571428571428571,0.9375,0.75,0.8333333333333334,0.9795454545454545,0.9791494668042657
scenario6_original_ct_plus_demo,101,Logistic Regression,155,45,target_plus_cohort,0.9111111111111111,0.95,0.8636363636363636,0.9047619047619048,0.9268774703557312,0.929479300642754
scenario6_original_ct_plus_demo,101,Random Forest,155,45,target_plus_cohort,0.8444444444444444,0.8571428571428571,0.8181818181818182,0.8372093023255814,0.8656126482213439,0.8738713048048468
scenario6_original_ct_plus_demo,101,Gradient Boosting,155,45,target_plus_cohort,0.7777777777777778,0.8333333333333334,0.6818181818181818,0.75,0.8596837944664033,0.8713866278509845
scenario6_original_ct_plus_demo,101,SVM (RBF),155,45,target_plus_cohort,0.8222222222222222,0.85,0.7727272727272727,0.8095238095238095,0.8675889328063241,0.8892923087333198
scenario6_original_ct_plus_demo,102,Logistic Regression,161,39,target_plus_cohort,0.7948717948717948,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.8789473684210526,0.901624691098375
scenario6_original_ct_plus_demo,102,Random Forest,161,39,target_plus_cohort,0.8205128205128205,1.0,0.631578947368421,0.7741935483870968,0.7552631578947369,0.8379210690179815
scenario6_original_ct_plus_demo,102,Gradient Boosting,161,39,target_plus_cohort,0.7948717948717948,0.9230769230769231,0.631578947368421,0.75,0.7342105263157894,0.8191615548194493
scenario6_original_ct_plus_demo,102,SVM (RBF),161,39,target_plus_cohort,0.7692307692307693,0.9166666666666666,0.5789473684210527,0.7096774193548387,0.8157894736842104,0.8696453849606471
scenario6_original_ct_plus_demo,103,Logistic Regression,158,42,target_plus_cohort,0.7857142857142857,0.7391304347826086,0.85,0.7906976744186046,0.8818181818181818,0.857191939811135
scenario6_original_ct_plus_demo,103,Random Forest,158,42,target_plus_cohort,0.7619047619047619,0.7083333333333334,0.85,0.7727272727272727,0.8340909090909091,0.725288519523077
scenario6_original_ct_plus_demo,103,Gradient Boosting,158,42,target_plus_cohort,0.8571428571428571,0.8181818181818182,0.9,0.8571428571428571,0.8749999999999999,0.7629869770465746
scenario6_original_ct_plus_demo,103,SVM (RBF),158,42,target_plus_cohort,0.8333333333333334,0.76,0.95,0.8444444444444444,0.8022727272727274,0.7462626539740553
scenario6_original_ct_plus_demo,104,Logistic Regression,158,42,target_plus_cohort,0.8809523809523809,0.8947368421052632,0.85,0.8717948717948718,0.9409090909090909,0.9289641017736994
scenario6_original_ct_plus_demo,104,Random Forest,158,42,target_plus_cohort,0.7857142857142857,0.8235294117647058,0.7,0.7567567567567568,0.8727272727272728,0.8565098211817521
scenario6_original_ct_plus_demo,104,Gradient Boosting,158,42,target_plus_cohort,0.7857142857142857,0.7619047619047619,0.8,0.7804878048780488,0.8568181818181818,0.8186547765959531
scenario6_original_ct_plus_demo,104,SVM (RBF),158,42,target_plus_cohort,0.8809523809523809,0.9411764705882353,0.8,0.8648648648648649,0.9136363636363636,0.8865069896106423
scenario6_original_ct_plus_demo,105,Logistic Regression,159,41,target_plus_cohort,0.8780487804878049,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.9738095238095238,0.9781378042247608
scenario6_original_ct_plus_demo,105,Random Forest,159,41,target_plus_cohort,0.8780487804878049,1.0,0.7619047619047619,0.8648648648648649,0.9714285714285713,0.9784289784289784
scenario6_original_ct_plus_demo,105,Gradient Boosting,159,41,target_plus_cohort,0.7804878048780488,0.875,0.6666666666666666,0.7567567567567568,0.9071428571428571,0.907625318151634
scenario6_original_ct_plus_demo,105,SVM (RBF),159,41,target_plus_cohort,0.8780487804878049,0.9444444444444444,0.8095238095238095,0.8717948717948718,0.9714285714285714,0.974570931713789
scenario6_original_ct_plus_demo,106,Logistic Regression,159,41,target_plus_cohort,0.7560975609756098,0.8125,0.65,0.7222222222222222,0.8214285714285715,0.8421052056893019
scenario6_original_ct_plus_demo,106,Random Forest,159,41,target_plus_cohort,0.6829268292682927,0.7058823529411765,0.6,0.6486486486486487,0.7428571428571429,0.6723160676791324
scenario6_original_ct_plus_demo,106,Gradient Boosting,159,41,target_plus_cohort,0.6585365853658537,0.6363636363636364,0.7,0.6666666666666666,0.6833333333333333,0.6958260129799836
scenario6_original_ct_plus_demo,106,SVM (RBF),159,41,target_plus_cohort,0.7560975609756098,0.7777777777777778,0.7,0.7368421052631579,0.7738095238095238,0.7623658062970218
scenario6_original_ct_plus_demo,107,Logistic Regression,159,41,target_plus_cohort,0.7073170731707317,0.6521739130434783,0.7894736842105263,0.7142857142857143,0.8133971291866029,0.7158557843057993
scenario6_original_ct_plus_demo,107,Random Forest,159,41,target_plus_cohort,0.8048780487804879,0.7619047619047619,0.8421052631578947,0.8,0.8110047846889952,0.7290497540787164
scenario6_original_ct_plus_demo,107,Gradient Boosting,159,41,target_plus_cohort,0.6829268292682927,0.625,0.7894736842105263,0.6976744186046512,0.8133971291866029,0.7481460753034431
scenario6_original_ct_plus_demo,107,SVM (RBF),159,41,target_plus_cohort,0.8048780487804879,0.7619047619047619,0.8421052631578947,0.8,0.8827751196172249,0.8547233814200572
scenario6_original_ct_plus_demo,108,Logistic Regression,159,41,target_plus_cohort,0.8292682926829268,0.782608695652174,0.9,0.8372093023255814,0.9095238095238096,0.9072648891082395
scenario6_original_ct_plus_demo,108,Random Forest,159,41,target_plus_cohort,0.7317073170731707,0.7368421052631579,0.7,0.717948717948718,0.8119047619047619,0.7121038351959958
scenario6_original_ct_plus_demo,108,Gradient Boosting,159,41,target_plus_cohort,0.8292682926829268,0.782608695652174,0.9,0.8372093023255814,0.8928571428571428,0.8709331190264694
scenario6_original_ct_plus_demo,108,SVM (RBF),159,41,target_plus_cohort,0.7560975609756098,0.75,0.75,0.75,0.8095238095238095,0.7568767656635305
scenario6_original_ct_plus_demo,109,Logistic Regression,159,41,target_plus_cohort,0.8536585365853658,0.8947368421052632,0.8095238095238095,0.85,0.9238095238095239,0.9186298577335119
scenario6_original_ct_plus_demo,109,Random Forest,159,41,target_plus_cohort,0.8780487804878049,0.9444444444444444,0.8095238095238095,0.8717948717948718,0.8738095238095238,0.8606163392131227
scenario6_original_ct_plus_demo,109,Gradient Boosting,159,41,target_plus_cohort,0.8292682926829268,0.7916666666666666,0.9047619047619048,0.8444444444444444,0.8904761904761904,0.8731712396548046
scenario6_original_ct_plus_demo,109,SVM (RBF),159,41,target_plus_cohort,0.8048780487804879,0.8421052631578947,0.7619047619047619,0.8,0.8666666666666667,0.9047812383438569
